defect_id,entity,primary_key_value,category,error_code,field_name,defect_description,injected_value
101,customers,CUST-09899,Completeness,COMP_002,email,NULL email,
102,customers,CUST-03107,Completeness,COMP_002,email,NULL email,
103,customers,CUST-01684,Completeness,COMP_002,email,NULL email,
104,customers,CUST-06086,Completeness,COMP_002,email,NULL email,
105,customers,CUST-02233,Completeness,COMP_002,email,NULL email,
106,customers,CUST-06491,Completeness,COMP_002,email,NULL email,
107,customers,CUST-02104,Completeness,COMP_002,email,NULL email,
108,customers,CUST-01562,Completeness,COMP_002,email,NULL email,
109,customers,CUST-00565,Completeness,COMP_002,email,NULL email,
110,customers,CUST-07877,Completeness,COMP_002,email,NULL email,
111,customers,CUST-04843,Completeness,COMP_002,email,NULL email,
112,customers,CUST-01347,Completeness,COMP_002,email,NULL email,
113,customers,CUST-04210,Completeness,COMP_002,email,NULL email,
114,customers,CUST-04315,Completeness,COMP_002,email,NULL email,
115,customers,CUST-03603,Completeness,COMP_002,email,NULL email,
116,customers,CUST-00063,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00001
117,customers,CUST-02005,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00002
118,customers,CUST-00251,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00003
119,customers,CUST-06382,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00004
120,customers,CUST-01344,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00005
121,customers,CUST-04567,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00006
122,customers,CUST-04711,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00007
123,customers,CUST-05851,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00008
124,customers,CUST-02346,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00009
125,customers,CUST-09730,Uniqueness,UNIQ_001,customer_id,Duplicate customer_id,CUST-00010
126,customers,CUST-09849,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
127,customers,CUST-06296,Logic & Type,TYPE_002,email,Invalid email format,bad@
128,customers,CUST-05043,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
129,customers,CUST-05809,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
130,customers,CUST-07604,Logic & Type,TYPE_002,email,Invalid email format,nodomain
131,customers,CUST-05142,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
132,customers,CUST-04471,Logic & Type,TYPE_002,email,Invalid email format,bad@
133,customers,CUST-03376,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
134,customers,CUST-03521,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
135,customers,CUST-01139,Logic & Type,TYPE_002,email,Invalid email format,nodomain
136,customers,CUST-09811,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
137,customers,CUST-07895,Logic & Type,TYPE_002,email,Invalid email format,bad@
138,customers,CUST-01596,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
139,customers,CUST-02020,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
140,customers,CUST-05973,Logic & Type,TYPE_002,email,Invalid email format,nodomain
141,customers,CUST-03740,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
142,customers,CUST-03745,Logic & Type,TYPE_002,email,Invalid email format,bad@
143,customers,CUST-04006,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
144,customers,CUST-04560,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
145,customers,CUST-09572,Logic & Type,TYPE_002,email,Invalid email format,nodomain
146,customers,CUST-07433,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
147,customers,CUST-02717,Logic & Type,TYPE_002,email,Invalid email format,bad@
148,customers,CUST-07123,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
149,customers,CUST-07703,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
150,customers,CUST-00470,Logic & Type,TYPE_002,email,Invalid email format,nodomain
151,customers,CUST-01522,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
152,customers,CUST-00416,Logic & Type,TYPE_002,email,Invalid email format,bad@
153,customers,CUST-00754,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
154,customers,CUST-03397,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
155,customers,CUST-04988,Logic & Type,TYPE_002,email,Invalid email format,nodomain
156,customers,CUST-03732,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
157,customers,CUST-04855,Logic & Type,TYPE_002,email,Invalid email format,bad@
158,customers,CUST-04972,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
159,customers,CUST-09886,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
160,customers,CUST-09884,Logic & Type,TYPE_002,email,Invalid email format,nodomain
161,customers,CUST-08182,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
162,customers,CUST-06004,Logic & Type,TYPE_002,email,Invalid email format,bad@
163,customers,CUST-08949,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
164,customers,CUST-05866,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
165,customers,CUST-09094,Logic & Type,TYPE_002,email,Invalid email format,nodomain
166,customers,CUST-06815,Logic & Type,TYPE_002,email,Invalid email format,not-an-email
167,customers,CUST-01134,Logic & Type,TYPE_002,email,Invalid email format,bad@
168,customers,CUST-08749,Logic & Type,TYPE_002,email,Invalid email format,@missing-local.com
169,customers,CUST-08629,Logic & Type,TYPE_002,email,Invalid email format,spaces in@email.com
170,customers,CUST-08351,Logic & Type,TYPE_002,email,Invalid email format,nodomain
171,customers,CUST-01529,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
172,customers,CUST-07884,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
173,customers,CUST-08473,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
174,customers,CUST-06681,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
175,customers,CUST-00888,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
176,customers,CUST-02168,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
177,customers,CUST-01914,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
178,customers,CUST-06065,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
179,customers,CUST-09481,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
180,customers,CUST-09780,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
181,customers,CUST-02541,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
182,customers,CUST-08264,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
183,customers,CUST-04222,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
184,customers,CUST-03597,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
185,customers,CUST-07553,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
186,customers,CUST-07236,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
187,customers,CUST-03634,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
188,customers,CUST-08526,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
189,customers,CUST-02114,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
190,customers,CUST-08130,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
191,customers,CUST-04774,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
192,customers,CUST-09657,Logic & Type,TYPE_005,signup_date,Invalid signup_date,not-a-date
193,customers,CUST-00745,Logic & Type,TYPE_005,signup_date,Invalid signup_date,32/01/2020
194,customers,CUST-03485,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2020-02-30
195,customers,CUST-03548,Logic & Type,TYPE_005,signup_date,Invalid signup_date,2024-13-45
196,customers,CUST-01949,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-2222.68
197,customers,CUST-02659,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-3452.04
198,customers,CUST-02778,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-2642.48
199,customers,CUST-03087,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-708.35
200,customers,CUST-03804,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-3721.06
201,customers,CUST-09995,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-2705.25
202,customers,CUST-05337,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-3894.32
203,customers,CUST-04382,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-3075.41
204,customers,CUST-09242,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-702.72
205,customers,CUST-00678,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-90.91
206,customers,CUST-07283,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-3234.09
207,customers,CUST-00228,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-4937.4
208,customers,CUST-04809,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-1639.62
209,customers,CUST-07473,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-2754.05
210,customers,CUST-03428,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-189.19
211,customers,CUST-01951,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-4303.89
212,customers,CUST-05184,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-726.82
213,customers,CUST-08720,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-2252.43
214,customers,CUST-03624,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-4226.88
215,customers,CUST-06578,Logic & Type,BIZ_001,lifetime_value,Negative lifetime_value,-673.59
216,orders,ORD-067621,Completeness,COMP_007,customer_id,NULL customer_id,
217,orders,ORD-029955,Completeness,COMP_007,customer_id,NULL customer_id,
218,orders,ORD-029364,Completeness,COMP_007,customer_id,NULL customer_id,
219,orders,ORD-060751,Completeness,COMP_007,customer_id,NULL customer_id,
220,orders,ORD-085336,Completeness,COMP_007,customer_id,NULL customer_id,
221,orders,ORD-022001,Completeness,COMP_007,customer_id,NULL customer_id,
222,orders,ORD-000094,Completeness,COMP_007,customer_id,NULL customer_id,
223,orders,ORD-063652,Completeness,COMP_007,customer_id,NULL customer_id,
224,orders,ORD-064080,Completeness,COMP_007,customer_id,NULL customer_id,
225,orders,ORD-051256,Completeness,COMP_007,customer_id,NULL customer_id,
226,orders,ORD-078741,Completeness,COMP_007,customer_id,NULL customer_id,
227,orders,ORD-029006,Completeness,COMP_007,customer_id,NULL customer_id,
228,orders,ORD-080889,Completeness,COMP_007,customer_id,NULL customer_id,
229,orders,ORD-073716,Completeness,COMP_007,customer_id,NULL customer_id,
230,orders,ORD-063806,Completeness,COMP_007,customer_id,NULL customer_id,
231,orders,ORD-018231,Completeness,COMP_007,customer_id,NULL customer_id,
232,orders,ORD-097625,Completeness,COMP_007,customer_id,NULL customer_id,
233,orders,ORD-033199,Completeness,COMP_007,customer_id,NULL customer_id,
234,orders,ORD-007920,Completeness,COMP_007,customer_id,NULL customer_id,
235,orders,ORD-095350,Completeness,COMP_007,customer_id,NULL customer_id,
236,orders,ORD-057963,Completeness,COMP_007,customer_id,NULL customer_id,
237,orders,ORD-075134,Completeness,COMP_007,customer_id,NULL customer_id,
238,orders,ORD-070181,Completeness,COMP_007,customer_id,NULL customer_id,
239,orders,ORD-089380,Completeness,COMP_007,customer_id,NULL customer_id,
240,orders,ORD-099242,Completeness,COMP_007,customer_id,NULL customer_id,
241,orders,ORD-074729,Completeness,COMP_007,customer_id,NULL customer_id,
242,orders,ORD-082037,Completeness,COMP_007,customer_id,NULL customer_id,
243,orders,ORD-025214,Completeness,COMP_007,customer_id,NULL customer_id,
244,orders,ORD-008539,Completeness,COMP_007,customer_id,NULL customer_id,
245,orders,ORD-014786,Completeness,COMP_007,customer_id,NULL customer_id,
246,orders,ORD-052681,Completeness,COMP_007,customer_id,NULL customer_id,
247,orders,ORD-054386,Completeness,COMP_007,customer_id,NULL customer_id,
248,orders,ORD-066202,Completeness,COMP_007,customer_id,NULL customer_id,
249,orders,ORD-016115,Completeness,COMP_007,customer_id,NULL customer_id,
250,orders,ORD-074847,Completeness,COMP_007,customer_id,NULL customer_id,
251,orders,ORD-099314,Completeness,COMP_007,customer_id,NULL customer_id,
252,orders,ORD-010365,Completeness,COMP_007,customer_id,NULL customer_id,
253,orders,ORD-011561,Completeness,COMP_007,customer_id,NULL customer_id,
254,orders,ORD-006404,Completeness,COMP_007,customer_id,NULL customer_id,
255,orders,ORD-031471,Completeness,COMP_007,customer_id,NULL customer_id,
256,orders,ORD-098322,Completeness,COMP_007,customer_id,NULL customer_id,
257,orders,ORD-026480,Completeness,COMP_007,customer_id,NULL customer_id,
258,orders,ORD-090922,Completeness,COMP_007,customer_id,NULL customer_id,
259,orders,ORD-054005,Completeness,COMP_007,customer_id,NULL customer_id,
260,orders,ORD-008414,Completeness,COMP_007,customer_id,NULL customer_id,
261,orders,ORD-078000,Completeness,COMP_007,customer_id,NULL customer_id,
262,orders,ORD-014987,Completeness,COMP_007,customer_id,NULL customer_id,
263,orders,ORD-048058,Completeness,COMP_007,customer_id,NULL customer_id,
264,orders,ORD-089948,Completeness,COMP_007,customer_id,NULL customer_id,
265,orders,ORD-083110,Completeness,COMP_007,customer_id,NULL customer_id,
266,orders,ORD-034110,Completeness,COMP_007,customer_id,NULL customer_id,
267,orders,ORD-083077,Completeness,COMP_007,customer_id,NULL customer_id,
268,orders,ORD-014754,Completeness,COMP_007,customer_id,NULL customer_id,
269,orders,ORD-068623,Completeness,COMP_007,customer_id,NULL customer_id,
270,orders,ORD-070193,Completeness,COMP_007,customer_id,NULL customer_id,
271,orders,ORD-080515,Completeness,COMP_007,customer_id,NULL customer_id,
272,orders,ORD-082236,Completeness,COMP_007,customer_id,NULL customer_id,
273,orders,ORD-056540,Completeness,COMP_007,customer_id,NULL customer_id,
274,orders,ORD-078127,Completeness,COMP_007,customer_id,NULL customer_id,
275,orders,ORD-051694,Completeness,COMP_007,customer_id,NULL customer_id,
276,orders,ORD-093996,Completeness,COMP_007,customer_id,NULL customer_id,
277,orders,ORD-037304,Completeness,COMP_007,customer_id,NULL customer_id,
278,orders,ORD-089381,Completeness,COMP_007,customer_id,NULL customer_id,
279,orders,ORD-026069,Completeness,COMP_007,customer_id,NULL customer_id,
280,orders,ORD-013178,Completeness,COMP_007,customer_id,NULL customer_id,
281,orders,ORD-054375,Completeness,COMP_007,customer_id,NULL customer_id,
282,orders,ORD-034303,Completeness,COMP_007,customer_id,NULL customer_id,
283,orders,ORD-095080,Completeness,COMP_007,customer_id,NULL customer_id,
284,orders,ORD-030966,Completeness,COMP_007,customer_id,NULL customer_id,
285,orders,ORD-007575,Completeness,COMP_007,customer_id,NULL customer_id,
286,orders,ORD-010784,Completeness,COMP_007,customer_id,NULL customer_id,
287,orders,ORD-081920,Completeness,COMP_007,customer_id,NULL customer_id,
288,orders,ORD-060605,Completeness,COMP_007,customer_id,NULL customer_id,
289,orders,ORD-067153,Completeness,COMP_007,customer_id,NULL customer_id,
290,orders,ORD-078473,Completeness,COMP_007,customer_id,NULL customer_id,
291,orders,ORD-086627,Completeness,COMP_007,customer_id,NULL customer_id,
292,orders,ORD-007085,Completeness,COMP_007,customer_id,NULL customer_id,
293,orders,ORD-072586,Completeness,COMP_007,customer_id,NULL customer_id,
294,orders,ORD-029183,Completeness,COMP_007,customer_id,NULL customer_id,
295,orders,ORD-060873,Completeness,COMP_007,customer_id,NULL customer_id,
296,orders,ORD-090452,Completeness,COMP_007,customer_id,NULL customer_id,
297,orders,ORD-075778,Completeness,COMP_007,customer_id,NULL customer_id,
298,orders,ORD-088045,Completeness,COMP_007,customer_id,NULL customer_id,
299,orders,ORD-080864,Completeness,COMP_007,customer_id,NULL customer_id,
300,orders,ORD-091420,Completeness,COMP_007,customer_id,NULL customer_id,
301,orders,ORD-056090,Completeness,COMP_007,customer_id,NULL customer_id,
302,orders,ORD-051327,Completeness,COMP_007,customer_id,NULL customer_id,
303,orders,ORD-072444,Completeness,COMP_007,customer_id,NULL customer_id,
304,orders,ORD-040621,Completeness,COMP_007,customer_id,NULL customer_id,
305,orders,ORD-067890,Completeness,COMP_007,customer_id,NULL customer_id,
306,orders,ORD-087211,Completeness,COMP_007,customer_id,NULL customer_id,
307,orders,ORD-020035,Completeness,COMP_007,customer_id,NULL customer_id,
308,orders,ORD-081733,Completeness,COMP_007,customer_id,NULL customer_id,
309,orders,ORD-037328,Completeness,COMP_007,customer_id,NULL customer_id,
310,orders,ORD-095494,Completeness,COMP_007,customer_id,NULL customer_id,
311,orders,ORD-027276,Completeness,COMP_007,customer_id,NULL customer_id,
312,orders,ORD-042019,Completeness,COMP_007,customer_id,NULL customer_id,
313,orders,ORD-008259,Completeness,COMP_007,customer_id,NULL customer_id,
314,orders,ORD-001114,Completeness,COMP_007,customer_id,NULL customer_id,
315,orders,ORD-008548,Completeness,COMP_007,customer_id,NULL customer_id,
316,orders,ORD-024479,Completeness,COMP_003,product_id,NULL product_id,
317,orders,ORD-018901,Completeness,COMP_003,product_id,NULL product_id,
318,orders,ORD-002337,Completeness,COMP_003,product_id,NULL product_id,
319,orders,ORD-041036,Completeness,COMP_003,product_id,NULL product_id,
320,orders,ORD-000616,Completeness,COMP_003,product_id,NULL product_id,
321,orders,ORD-011730,Completeness,COMP_003,product_id,NULL product_id,
322,orders,ORD-057817,Completeness,COMP_003,product_id,NULL product_id,
323,orders,ORD-096421,Completeness,COMP_003,product_id,NULL product_id,
324,orders,ORD-054814,Completeness,COMP_003,product_id,NULL product_id,
325,orders,ORD-044187,Completeness,COMP_003,product_id,NULL product_id,
326,orders,ORD-029880,Completeness,COMP_003,product_id,NULL product_id,
327,orders,ORD-058100,Completeness,COMP_003,product_id,NULL product_id,
328,orders,ORD-089001,Completeness,COMP_003,product_id,NULL product_id,
329,orders,ORD-044813,Completeness,COMP_003,product_id,NULL product_id,
330,orders,ORD-086135,Completeness,COMP_003,product_id,NULL product_id,
331,orders,ORD-027546,Completeness,COMP_003,product_id,NULL product_id,
332,orders,ORD-065936,Completeness,COMP_003,product_id,NULL product_id,
333,orders,ORD-001889,Completeness,COMP_003,product_id,NULL product_id,
334,orders,ORD-032460,Completeness,COMP_003,product_id,NULL product_id,
335,orders,ORD-071927,Completeness,COMP_003,product_id,NULL product_id,
336,orders,ORD-093820,Completeness,COMP_003,product_id,NULL product_id,
337,orders,ORD-075019,Completeness,COMP_003,product_id,NULL product_id,
338,orders,ORD-050227,Completeness,COMP_003,product_id,NULL product_id,
339,orders,ORD-071745,Completeness,COMP_003,product_id,NULL product_id,
340,orders,ORD-078526,Completeness,COMP_003,product_id,NULL product_id,
341,orders,ORD-083812,Completeness,COMP_003,product_id,NULL product_id,
342,orders,ORD-015620,Completeness,COMP_003,product_id,NULL product_id,
343,orders,ORD-007978,Completeness,COMP_003,product_id,NULL product_id,
344,orders,ORD-068938,Completeness,COMP_003,product_id,NULL product_id,
345,orders,ORD-045081,Completeness,COMP_003,product_id,NULL product_id,
346,orders,ORD-062643,Completeness,COMP_003,product_id,NULL product_id,
347,orders,ORD-081322,Completeness,COMP_003,product_id,NULL product_id,
348,orders,ORD-060934,Completeness,COMP_003,product_id,NULL product_id,
349,orders,ORD-055598,Completeness,COMP_003,product_id,NULL product_id,
350,orders,ORD-076250,Completeness,COMP_003,product_id,NULL product_id,
351,orders,ORD-041850,Completeness,COMP_003,product_id,NULL product_id,
352,orders,ORD-010827,Completeness,COMP_003,product_id,NULL product_id,
353,orders,ORD-007479,Completeness,COMP_003,product_id,NULL product_id,
354,orders,ORD-012178,Completeness,COMP_003,product_id,NULL product_id,
355,orders,ORD-059764,Completeness,COMP_003,product_id,NULL product_id,
356,orders,ORD-094407,Completeness,COMP_003,product_id,NULL product_id,
357,orders,ORD-092355,Completeness,COMP_003,product_id,NULL product_id,
358,orders,ORD-010230,Completeness,COMP_003,product_id,NULL product_id,
359,orders,ORD-089467,Completeness,COMP_003,product_id,NULL product_id,
360,orders,ORD-067105,Completeness,COMP_003,product_id,NULL product_id,
361,orders,ORD-019316,Completeness,COMP_003,product_id,NULL product_id,
